sentence,aspect_terms,at_polarity
"The screen is bright and clear, the operating system is solid and friendly to a novice.","['screen', 'operating system']","['positive', 'positive']"
It has a .1 ghz faster processor and a stock 500gb hard drive.,"['processor', '500gb hard drive']","['positive', 'positive']"
The feature are good enough for what I need.,['feature'],['positive']
All the yada-yada.,[],[]
"Finally, the biggest problem has been tech support.",['tech support'],['negative']
this laptop is great for work and doing my pictures.,[],[]
I had the computer for a full year and it was a new computer.,[],[]
""" This isn't a big deal, I haven't noticed the issue with DVDs or other media, only through USB output.",['USB output'],['negative']
I love it!,[],[]
With Windows laptops a wireless mouse is an absolute must.,['wireless mouse'],['neutral']
"(I had been a Windows/Linux user before this) I love the size because the screen is big enough for what I use it for (Internet, artwork), and yet it is small enough to be reasonably portable.","['size', 'screen', 'Windows', 'Linux']","['positive', 'positive', 'neutral', 'neutral']"
But if you're willing to pay another 200 dollar for a windows disc.,['windows disc'],['neutral']
Very good quality and well made.,['quality'],['positive']
"I bought a Logitech desktop set in anticipation for using with the MBP, but I use the touchpad 90% of the time.",['touchpad'],['positive']
"When calling Dell for help, reurn, or a new computer they were not useful and left it up to myself to figure out what to do with it.",[],[]
Two of the times was in one month.,[],[]
"So needless to day, I'm not happy.",[],[]
my niece and nephew have played a few web games and it runs anything that doesn't require a dedicated video card.,['video card'],['neutral']
"Although I was promised about 10 hours, I found myself to a limited 7 hours (which is still amazing).",[],[]
It had the full sized touch pad with 2 buttons instead of just one.,['touch pad'],['neutral']
It was also cheaper than the Pro which made it even more appealing to me.,[],[]
"Typically, when I purchase a new laptop I always end up using an external mouse for convenience.",['external mouse'],['neutral']
Consumer Report recommended Toshiba.,[],[]
Needless to say I told them No and have a nice day and hung up!,[],[]
It was super easy to set up and Is really easy to get used to.,['set up'],['positive']
"The only thing that can be updated is the video, other than that you're all set.",['video'],['negative']
It wasn't worth it.,[],[]
Its a good laptop for its value.,['value'],['positive']
ANd I babyed the heck out of it just one day when i opened it turned it on went to click and it was broke.,[],[]
Probbly the worst decision we ever made!,[],[]
Then the hard drive failed;,['hard drive'],['negative']
This computer literally takes about five minutes to start up and to be able to use without it crawling and I DO mean crawling.,[],[]
I had less problems.,[],[]
It will be returned in the state to which it was shipped Michigan.,[],[]
"Plain and simple, it(laptop) runs great and loads fast.","['runs', 'loads']","['positive', 'positive']"
This machine rocks!,[],[]
of course my warranty runs out next month.,['warranty'],['neutral']
My next laptop will also be a Mac!,[],[]
But not in this case.,[],[]
"taking notes, research, an online class and such and didn't want to spend too much on my first machine.",[],[]
The capabilities using that program alone made me want a Mac.,['program'],['positive']
"When I got this laptop in 2007 to help me with school, I had a hard time from beginning.",[],[]
I do not know for sure.,[],[]
No machine has come remotely close to causing as many problems.,[],[]
Every single one we've gotten we've had problems with.,[],[]
it is the worst computer dell ever made.,[],[]
"(If you ever see the spinning beachball come up when you think it shouldn't, check the ""Activity Monitor"" app to see if the disk throughput has temporarily dropped to zero.","['disk throughput', 'spinning beachball']","['neutral', 'negative']"
"I have found also, it is very easy to be able to access wireless internet access;",['wireless internet access'],['positive']
About 1/2 of the sites I need to visit because of my work contain some type of Flash.,[],[]
This is a great value for the money.,['value'],['positive']
"It was a great laptop, ran great and was really fast.",['ran'],['positive']
The battery has never worked well.,['battery'],['negative']
return it.,[],[]
I can guarantee this will be the last Dell I will ever purchase!,[],[]
They said it was a computer error on this type of computer.,[],[]
I will never buy another computer from Dell ever again do to how awful it worked and how I was treated by the company.,['company'],['negative']
My review mainly talks about the difference I have felt between an early 2011 and late 2011 mac book pro.,[],[]
That was a big mistake.,[],[]
The only problem is a lack of screen resolutions!,['screen resolutions'],['negative']
"Small enough to use on a long flight, Light enough to carry through airports and powerful enough to replace my desktop while on long business trips.",['carry'],['positive']
Typing on the keyboard becomes uncomfortable after extended use due to the sharp edges that your wrists rest on.,"['keyboard', 'edges']","['negative', 'negative']"
If you are looking for a netbook pc DO NOT BUY FROM ASUS!!!,[],[]
"It has many great programs, such as ILife, iPhotos and others.","['programs', 'ILife', 'iPhotos']","['positive', 'positive', 'positive']"
Other Thoughts: Received replacement 16 Days later.,[],[]
"If the number of patrons in the Apple store are any indication, HP and other PC manufacturers need to take note.",[],[]
"The processor went on me, the fan went and the motherboard went.","['processor', 'fan', 'motherboard']","['negative', 'negative', 'negative']"
I bought my first MacBook after seeing the product demonstrated.,[],[]
It is very well built.,['built'],['positive']
Might not make the avid gamer happy but I don't really think that is what this computer is designed for.,[],[]
I highly recommend this laptop to anybody that wants great performance from a laptop and would like to relax and not become enraged cursing the gods about to throw your laptop out the door.,['performance'],['positive']
The screen resolution was exactly what I was looking for.,['screen resolution'],['positive']
"Even though it is running Snow Leopard, 2.4 GHz C2D is a bit of an antiquated CPU and thus the occasional spinning wheel would appear when running Office Mac applications such as Word or Excel.","['Snow Leopard', 'CPU', 'Office Mac applications', 'Word', 'Excel', 'spinning wheel']","['positive', 'negative', 'negative', 'negative', 'negative', 'negative']"
seriously why haven't they just replaced it by now.,[],[]
There is no number pad to the right of the keyboard which is a bummer.,"['pad', 'keyboard']","['negative', 'negative']"
After 20-30 min the screen of the notebook switched off.,['screen'],['negative']
"If upgrade is possible to the full Windows 7, then I will truly be a very happy geek.",['Windows 7'],['positive']
I have used both PCs and Macs and I have to say that I really really love my Mac Book Pro.,[],[]
"I was originally concerned that I couldn't view work I had done in college on my Mac because of the PC formatting, but I was even more thrilled to learn of programs like iLife and iWork that allow you to convert your PC documents into readable files on Macs.","['programs', 'iLife', 'iWork']","['positive', 'positive', 'positive']"
"It is a big big, but since it has a 18.4"" screen what would you expect!","['18.4"" screen']",['conflict']
